customer_id,age,gender,city,signup_date,last_active_date,plan_type,monthly_fee,tenure_months,support_tickets,avg_session_time,discount_percent,marketing_channel,churned,total_revenue
10070,61,Male,Mumbai,10/5/2021,6/8/2023,Basic,1390,2,2,75.38,20,Organic,No,2502
10071,51,Female,Chennai,7/17/2022,8/4/2021,Standard,432,18,1,7.51,20,Organic,No,7689.6
10072,27,Male,Delhi,10/25/2022,8/27/2021,Basic,811,8,2,119.27,15,Referral,No,6366.35
10073,53,Male,Bangalore,3/31/2022,8/27/2021,Basic,510,15,2,26.09,0,Organic,No,7650
10074,31,Female,Mumbai,4/14/2021,5/14/2023,Basic,1287,17,1,86.73,0,Organic,No,21879
10075,48,Female,Bangalore,8/24/2022,5/27/2023,Premium,1286,23,3,22.83,5,Organic,Yes,29513.7
10076,32,Female,Pune,10/15/2022,12/21/2021,Premium,1016,2,1,67.11,5,Referral,No,1981.2
10077,25,Male,Hyderabad,12/26/2022,6/17/2022,Basic,552,6,1,14.27,0,Referral,No,3312
10078,31,Male,Delhi,8/21/2021,1/22/2023,Basic,337,29,1,93.18,0,Referral,No,9773
10079,40,Female,Bangalore,1/29/2022,9/19/2022,Basic,1366,27,0,72.27,5,Ads,No,36813.7
10080,57,Male,Chennai,5/16/2022,12/25/2022,Standard,928,34,2,14.91,,Referral,No,31412.8
10081,38,Female,Pune,11/26/2022,7/23/2023,Basic,1286,18,2,102.59,15,Organic,Yes,22955.1
10082,33,Female,Pune,9/8/2021,1/27/2023,Standard,345,10,1,67.91,15,Referral,Yes,3398.25
10083,62,Female,Delhi,6/5/2022,8/28/2023,Standard,604,17,2,110.98,15,Ads,No,10177.4
10084,35,Male,Pune,3/20/2021,11/21/2022,Premium,532,13,0,110.41,5,Organic,No,6889.4
10085,64,Male,Chennai,2/21/2021,12/31/2021,Basic,544,27,3,110.86,10,Email,Yes,14633.6
10086,41,Male,Bangalore,6/17/2023,8/13/2021,Premium,1059,2,2,13.95,20,Referral,No,1906.2
10087,43,Female,,2/20/2023,7/31/2021,Standard,1138,34,1,18.91,20,Referral,No,38464.4
10088,42,Male,Pune,8/14/2021,4/29/2023,Basic,457,31,3,,20,Email,No,14075.6
10089,62,Female,Pune,2/20/2021,11/25/2022,Basic,1324,23,1,61.07,20,Organic,No,30187.2
10090,58,Male,Chennai,7/5/2021,1/5/2022,Basic,516,7,2,32.39,5,Referral,No,3586.2
10091,46,Other,Hyderabad,2/3/2021,6/12/2021,Basic,1227,33,2,93.51,10,Ads,No,40368.3
10092,32,Male,Hyderabad,3/14/2023,8/23/2023,Basic,806,12,0,35.39,5,Organic,No,9631.7
10093,62,Male,Pune,1/12/2023,7/20/2022,Standard,1060,12,6,88.63,10,Referral,No,12614
10094,18,Male,Bangalore,5/11/2021,7/2/2021,Basic,1203,19,2,101.29,5,Organic,No,22796.85
10095,42,Female,Delhi,9/24/2022,11/7/2021,Premium,880,9,0,95.19,0,Referral,Yes,7920
10096,24,Female,Pune,3/19/2022,1/23/2022,Basic,1353,10,3,36.52,10,Email,No,13394.7
10097,26,Female,Mumbai,4/18/2023,6/9/2023,Premium,926,17,1,51.19,20,Referral,No,15556.8
10098,41,Male,Delhi,1/29/2023,11/28/2021,Basic,819,10,1,52.52,10,Organic,No,8108.1
10099,18,Male,Hyderabad,3/8/2022,9/7/2023,Standard,574,12,2,61.5,15,Referral,No,6801.9
10100,61,Female,Pune,12/5/2022,12/10/2022,Basic,791,15,2,24.25,10,Referral,No,11785.9
10101,25,Male,Chennai,5/12/2022,5/7/2022,Basic,1126,31,1,57.03,15,Organic,No,34737.1
10102,41,Male,Mumbai,2/7/2022,9/1/2022,Premium,1250,15,3,63.74,15,Referral,No,18562.5
10103,28,Other,Pune,11/19/2021,8/19/2021,Basic,1225,28,0,66.15,0,Referral,No,34300
10104,34,Other,Bangalore,7/29/2021,3/9/2023,Standard,1146,4,4,99.29,10,Organic,Yes,4469.4
10105,25,Female,Mumbai,9/7/2022,7/12/2023,Standard,1359,1,0,64.49,0,Email,No,1359
10106,52,Female,Pune,11/25/2021,8/29/2023,Standard,1367,34,4,31.54,20,Ads,No,46204.6
10107,52,Male,Bangalore,1/7/2022,6/29/2023,Standard,1478,17,0,81.26,10,Ads,No,24978.2
10108,50,Male,Mumbai,4/5/2022,9/16/2022,Standard,1400,33,0,96.69,5,Ads,No,46130
10109,22,Female,Bangalore,5/13/2021,4/2/2023,Basic,338,21,1,41.73,5,Ads,Yes,7081.1
10110,59,Female,Bangalore,4/15/2023,5/16/2023,Standard,538,26,2,79.21,5,Ads,No,13961.1
10111,56,Male,Mumbai,10/13/2022,9/20/2021,Premium,1336,5,2,21.9,15,Ads,No,6479.6
10112,58,Male,Mumbai,5/1/2021,3/19/2022,Basic,421,33,3,44.32,5,Organic,Yes,13871.95
10113,45,Male,Bangalore,8/29/2022,8/31/2023,Basic,443,1,3,109.56,20,Organic,Yes,354.4
10114,24,Female,Hyderabad,3/28/2022,2/21/2023,Standard,983,6,3,109.8,10,Organic,No,5799.7
10115,26,Female,Mumbai,5/9/2021,6/18/2022,Basic,754,2,0,71.16,10,Referral,No,1432.6
10116,25,Female,Pune,4/1/2021,6/17/2021,Basic,667,5,1,85.77,15,Email,No,3234.95
10117,29,Male,Delhi,8/27/2022,10/6/2022,Basic,1058,26,1,103.21,15,Email,No,27349.3
10118,51,Other,Chennai,7/29/2022,4/27/2022,Standard,546,13,1,115.23,,Ads,No,7016.1
10119,50,Female,Bangalore,1/29/2021,6/9/2023,Basic,1222,12,1,61.34,20,Ads,No,14419.6
10120,40,Male,Bangalore,12/23/2022,10/21/2023,Standard,1368,5,1,69.58,10,Organic,No,6703.2
10121,41,Male,Chennai,6/8/2022,9/29/2022,Standard,1064,2,3,52.8,0,Email,No,2128
10122,54,Male,Hyderabad,11/29/2021,7/11/2022,Basic,674,4,2,13.28,15,Referral,No,2594.9
10123,,Male,Chennai,10/24/2021,9/25/2021,Standard,506,27,5,53.62,5,Referral,No,13636.7
10124,61,Female,Mumbai,5/10/2021,12/7/2022,Premium,818,10,1,,0,Organic,No,8180
10125,57,Male,,10/20/2021,10/28/2023,Standard,541,13,2,97.56,0,Ads,No,7033
10126,39,Female,,6/22/2021,9/23/2021,Premium,1437,2,1,107.62,15,Email,Yes,2658.45
10127,44,Male,Chennai,12/21/2022,8/4/2023,Basic,1118,26,0,10.92,5,Referral,Yes,29012.1
10128,52,Male,Delhi,1/24/2021,12/1/2022,Standard,601,15,2,65.62,15,Ads,Yes,8924.85
10129,18,Male,Pune,4/9/2021,8/23/2023,Basic,1419,10,1,17.35,15,Email,No,13977.15
10130,52,Male,Mumbai,2/10/2022,2/15/2023,Basic,1000,22,1,28.09,5,Referral,No,21950
10131,54,Female,Chennai,12/22/2021,11/29/2022,Basic,587,25,2,108.52,0,Ads,No,14675
10132,64,Female,Bangalore,5/19/2021,3/6/2023,Basic,453,15,2,62.13,0,Referral,No,6795
10133,31,Female,Pune,5/18/2022,5/2/2022,Premium,722,13,2,92.23,5,Ads,Yes,9349.9
10134,20,Female,Mumbai,4/6/2023,5/2/2022,Basic,1149,8,4,12.4,0,Ads,No,9192
10135,18,Male,Bangalore,6/23/2021,11/6/2023,Standard,349,21,1,52.94,20,Ads,Yes,7259.2
10136,22,Male,Hyderabad,1/29/2021,6/10/2023,Standard,863,21,1,82.54,15,Email,No,17993.55
10137,43,Male,Delhi,5/11/2022,10/25/2021,Standard,1153,22,3,20.34,20,Organic,Yes,25135.4
10138,31,Female,Hyderabad,10/17/2022,9/30/2021,Basic,1182,33,3,42.47,20,Ads,No,38769.6
10139,56,Male,Delhi,4/8/2023,8/20/2021,Standard,961,27,2,12.42,20,Ads,No,25754.8
10140,44,Male,Chennai,12/17/2021,4/16/2023,Basic,864,22,2,79.9,10,Referral,No,18921.6
10141,26,Female,Mumbai,7/8/2022,3/28/2023,Basic,512,30,1,116.65,10,Referral,No,15308.8
10142,32,Male,Chennai,10/26/2021,3/24/2023,Premium,1389,9,4,100.11,20,Email,No,12223.2
10143,32,Male,,12/21/2022,6/10/2022,Basic,1110,35,2,117.08,15,Organic,Yes,38683.5
10144,43,Male,Delhi,4/22/2023,12/22/2022,Basic,1149,18,5,102.24,20,Referral,No,20452.2
10145,59,Female,Delhi,7/11/2021,8/2/2021,Premium,1460,5,3,103.35,,Email,No,7008
10146,30,Female,Pune,11/3/2022,10/17/2022,Basic,1180,27,3,71.38,10,Email,No,31742
10147,49,Female,Bangalore,3/5/2021,3/30/2023,Standard,1388,6,1,64.6,20,Email,Yes,8050.4
10148,56,Male,,1/25/2023,8/23/2022,Basic,1455,32,4,51.72,15,Ads,Yes,46341.75
10149,49,Other,Chennai,2/9/2023,8/2/2022,Basic,633,8,0,99.08,15,Organic,No,4969.05
10150,21,Female,Chennai,10/26/2022,10/16/2023,Basic,331,21,1,25.94,20,Organic,Yes,6884.8
10151,47,Male,Hyderabad,8/3/2021,8/1/2022,Basic,1167,18,2,11.47,15,Organic,No,20830.95
10152,54,Female,Delhi,4/14/2023,7/26/2022,Basic,1197,14,0,114.01,20,Ads,No,16518.6
10153,40,Male,Delhi,6/15/2021,4/18/2022,Standard,1465,15,2,5.43,10,Ads,No,21828.5
10154,56,Female,Delhi,6/27/2022,4/11/2023,Standard,900,26,1,117.34,20,Referral,No,23220
10155,62,Female,Chennai,6/2/2023,11/13/2021,Premium,1287,32,2,88.82,0,Referral,No,41184
10156,32,Male,Hyderabad,8/20/2021,1/18/2023,Basic,1472,28,6,42.78,10,Referral,No,41068.8
10157,60,Other,Bangalore,3/5/2023,3/11/2023,Standard,898,32,3,85.25,15,Email,Yes,28601.3
10158,46,Female,Pune,6/25/2022,9/4/2022,Standard,819,13,3,99.06,15,Organic,Yes,10524.15
10159,53,Female,Mumbai,7/14/2021,9/2/2022,Premium,1168,15,2,,10,Ads,No,17403.2
10160,30,Male,Bangalore,5/21/2022,12/6/2021,Basic,315,18,3,93.65,0,Referral,No,5670
10161,49,Male,Chennai,11/30/2021,9/7/2022,Standard,1429,6,2,97.5,10,Email,No,8431.1
10162,24,Male,Pune,2/7/2023,6/14/2022,Premium,582,11,1,33.68,5,Ads,No,6372.9
10163,39,Female,,3/4/2023,6/2/2021,Basic,1427,32,4,9.82,0,Email,No,45664
10164,45,Male,Pune,10/31/2021,2/8/2023,Premium,660,20,4,28.47,10,Email,Yes,13134
10165,19,Female,Delhi,4/13/2023,5/30/2022,Basic,1358,33,5,28.07,5,Email,No,44746.1
10166,59,Female,Mumbai,3/13/2022,8/11/2021,Standard,412,8,0,12.5,,Organic,No,3213.6
10167,62,Male,Chennai,11/19/2021,8/1/2022,Premium,607,35,1,88.49,0,Ads,No,21245
10168,23,Female,Chennai,5/17/2022,2/28/2023,Standard,1258,5,0,48.7,20,Ads,Yes,6038.4
10169,45,Male,Pune,5/8/2023,11/17/2021,Basic,1376,35,1,106.7,5,Email,No,48091.2
10170,45,Other,Chennai,1/28/2022,12/22/2021,Basic,1404,14,1,34,15,Organic,No,19445.4
10171,61,Female,Mumbai,3/17/2023,9/3/2023,Premium,1133,21,1,57.12,15,Email,No,23623.05
10172,61,Male,Mumbai,8/22/2022,5/3/2022,Standard,541,24,0,78.49,15,Referral,No,12902.85
10173,37,Male,Hyderabad,5/29/2021,9/15/2022,Basic,330,17,3,105.91,20,Ads,No,5544
10174,47,Male,Hyderabad,1/31/2023,12/12/2021,Standard,1003,18,2,65.33,0,Ads,No,18054
10175,28,Female,Bangalore,4/13/2023,4/1/2023,Standard,1168,34,0,47.96,20,Organic,No,39478.4
10176,45,Female,Mumbai,2/9/2022,3/15/2023,Basic,532,12,1,104.71,20,Ads,No,6277.6
10177,42,Female,Mumbai,10/10/2021,3/2/2022,Basic,1357,16,2,40.68,15,Ads,No,21508.45
10178,56,Male,Mumbai,12/28/2021,6/7/2021,Basic,1250,4,7,14.13,20,Ads,No,4750
10179,50,Male,Hyderabad,1/14/2022,12/18/2022,Standard,358,25,5,56.18,5,Organic,No,8932.1
10180,18,Male,Pune,7/17/2021,2/6/2023,Standard,1070,34,3,95.29,10,Email,Yes,36273
10181,44,Female,Pune,7/10/2022,10/2/2023,Standard,1401,28,0,8.54,10,Ads,No,39087.9
10182,30,Female,Chennai,12/22/2021,9/28/2023,Premium,1017,11,1,72.38,10,Email,No,11085.3
10183,58,Male,Pune,6/24/2022,12/25/2022,Premium,601,13,2,73.36,15,Organic,No,7722.85
10184,20,Male,,3/5/2022,1/20/2023,Standard,1102,31,1,111.78,15,Email,No,33996.7
10185,56,Female,Hyderabad,1/17/2021,7/10/2023,Basic,1196,25,1,37.94,10,Referral,No,29780.4
10186,23,Female,Mumbai,10/1/2022,11/25/2021,Standard,411,10,1,37.07,0,Ads,No,4110
10187,25,Female,Pune,1/14/2022,1/28/2022,Basic,616,24,5,55.66,10,Organic,Yes,14722.4
10188,44,Female,Hyderabad,11/11/2022,12/20/2021,Standard,1468,1,2,46.05,20,Organic,No,1174.4
10189,26,Male,Pune,5/21/2022,11/25/2022,Standard,967,25,1,89.68,10,Email,Yes,24078.3
10190,54,Male,Bangalore,1/26/2023,8/10/2023,Basic,989,28,3,78.8,10,Ads,Yes,27593.1
10191,50,Female,Mumbai,6/18/2023,9/5/2022,Premium,317,18,5,92.28,0,Organic,No,5706
10192,59,Female,Bangalore,3/17/2021,8/19/2021,Basic,1478,6,1,99.3,15,Referral,No,8646.3
10193,61,Male,Mumbai,8/19/2021,11/5/2022,Standard,1077,2,3,111.14,15,Email,No,1992.45
10194,41,Female,,12/17/2022,7/22/2022,Basic,659,3,1,54.56,20,Referral,No,1845.2
10195,32,Female,Chennai,9/5/2021,7/6/2023,Premium,631,8,3,118.24,,Referral,No,4984.9
10196,49,Female,Pune,10/29/2021,6/19/2022,Basic,827,31,5,29.8,5,Email,No,25595.65
10197,49,Female,Pune,12/27/2022,6/26/2022,Basic,311,19,2,87.15,20,Referral,No,5846.8
10198,41,Male,Delhi,8/3/2021,11/13/2023,Basic,1398,6,1,66.41,15,Email,Yes,8178.3
10199,58,Female,Bangalore,6/7/2021,8/8/2023,Basic,511,14,0,98.94,,Email,No,7154
10200,29,Female,Pune,3/10/2021,4/19/2023,Basic,940,3,1,59.83,15,Organic,Yes,2679
10201,56,Female,Hyderabad,1/28/2022,10/4/2021,Standard,582,1,3,95.15,15,Organic,No,494.7
10202,19,Female,Chennai,3/26/2021,10/7/2022,Basic,1079,30,4,,0,Referral,No,32370
10203,20,Female,Hyderabad,9/24/2021,7/17/2021,Basic,1353,19,1,89.21,10,Referral,No,25571.7
10204,54,Male,Bangalore,3/10/2021,5/19/2023,Basic,1332,19,5,94.25,10,Referral,No,25174.8
10205,34,Female,Delhi,9/3/2022,9/19/2022,Premium,976,9,2,12.73,15,Referral,Yes,8637.6
10206,19,Female,,12/13/2021,2/9/2023,Standard,1004,7,3,28.57,20,Referral,No,6827.2
10207,19,Female,Hyderabad,12/29/2022,9/7/2022,Standard,725,7,1,117.04,5,Organic,No,5038.75
10208,45,Female,Mumbai,11/4/2022,7/27/2023,Standard,890,9,3,84.72,20,Referral,No,7832
10209,40,Female,Chennai,2/27/2022,9/27/2023,Basic,390,4,1,69.57,20,Referral,No,1482
10210,54,Male,Hyderabad,8/29/2022,10/1/2021,Basic,755,25,5,47.2,15,Ads,No,18761.75
10211,49,Female,,6/23/2021,9/17/2022,Basic,743,12,4,10.1,15,Email,No,8804.55
10212,50,Male,Pune,11/8/2022,10/12/2021,Premium,378,6,2,47.45,5,Email,Yes,2249.1
10213,18,Male,Mumbai,4/25/2021,2/9/2023,Premium,1226,18,3,62.37,5,Organic,Yes,22006.7
10214,36,Female,Delhi,8/8/2021,8/26/2023,Standard,402,21,1,29.32,,Email,No,8421.9
10215,19,Female,Delhi,1/31/2021,9/19/2023,Basic,922,15,2,24.91,15,Referral,No,13691.7
10216,61,Male,Mumbai,6/7/2022,12/14/2022,Basic,1289,3,1,63.47,15,Email,No,3673.65
10217,43,Male,Chennai,12/9/2021,9/27/2023,Basic,533,2,5,72.38,20,Organic,No,959.4
10218,49,Female,Pune,1/12/2022,1/28/2023,Standard,943,4,1,32.59,,Email,No,3630.55
10219,23,Male,Hyderabad,5/10/2021,7/20/2023,Basic,1089,32,2,,10,Email,No,34739.1
10220,49,Male,Mumbai,9/9/2022,6/23/2021,Premium,686,2,0,108.54,10,Ads,No,1303.4
10221,21,Male,Bangalore,6/23/2022,12/18/2022,Basic,1146,29,1,59.41,5,Ads,Yes,33176.7
10222,28,Male,Chennai,1/9/2023,11/3/2023,Premium,337,2,0,103.6,15,Referral,No,623.45
10223,34,Male,Delhi,1/2/2021,7/6/2023,Standard,1484,34,3,111.64,,Email,No,50307.6
10224,55,Male,Mumbai,5/21/2023,1/21/2022,Standard,1440,27,0,15.63,20,Referral,No,38592
10225,41,Male,Delhi,4/11/2021,7/29/2021,Standard,540,18,4,16.02,0,Email,No,9720
10226,22,Female,Chennai,6/17/2022,11/11/2021,Standard,1349,19,1,59.75,20,Referral,No,25361.2
10227,51,Female,Delhi,2/27/2021,7/11/2023,Standard,861,27,2,72.63,0,Referral,No,23247
10228,23,Female,Mumbai,1/24/2022,9/4/2023,Standard,1105,20,2,53.98,,Email,No,21879
10229,39,Male,Chennai,11/23/2022,1/2/2022,Standard,597,21,2,42.54,10,Ads,No,12477.3
10230,28,Male,Bangalore,12/7/2021,11/30/2021,Premium,1104,23,1,78.71,15,Organic,No,25226.4
10231,33,Female,Mumbai,5/11/2023,12/21/2022,Standard,453,30,2,5.24,0,Referral,No,13590
10232,50,Male,Hyderabad,1/20/2021,3/19/2023,Standard,1031,25,0,116.33,15,Organic,No,25620.35
10233,26,Female,Pune,9/12/2021,8/29/2021,Premium,767,31,5,31.69,15,Email,Yes,23661.95
10234,23,Female,Mumbai,11/13/2021,4/7/2022,Basic,348,27,4,110.47,10,Referral,No,9361.2
10235,33,Female,Chennai,2/7/2021,12/9/2022,Basic,345,34,4,17.54,5,Email,Yes,11712.75
10236,46,Male,Pune,10/22/2022,2/12/2022,Standard,1079,8,1,32.38,5,Referral,No,8578.05
10237,20,Male,Mumbai,6/21/2022,11/15/2022,Standard,381,19,1,32.01,0,Ads,No,7239
10238,37,Female,Bangalore,1/21/2022,11/15/2022,Premium,1367,26,3,119.56,10,Referral,No,35405.3
10239,53,Male,Bangalore,9/25/2022,7/22/2021,Basic,1254,28,1,5.53,15,Referral,Yes,34923.9
10240,36,Female,Hyderabad,1/26/2021,5/4/2022,Standard,572,4,3,78.56,20,Referral,No,2173.6
10241,43,Female,Delhi,3/30/2022,11/18/2021,Standard,693,31,0,105.01,20,Email,No,21344.4
10242,20,Other,Pune,11/12/2022,8/6/2021,Basic,1089,16,1,,0,Ads,Yes,17424
10243,36,Male,Chennai,11/19/2021,2/15/2023,Standard,894,10,3,46.71,0,Email,No,8940
10244,37,Female,Chennai,1/7/2023,3/27/2022,Premium,357,10,2,115.21,0,Organic,No,3570
10245,49,Female,Delhi,5/28/2022,4/3/2023,Basic,864,9,3,107.75,10,Ads,No,7689.6
10246,24,Male,Bangalore,3/30/2023,7/18/2023,Standard,300,19,2,54.9,20,Referral,Yes,5640
10247,58,Male,Bangalore,2/12/2023,9/10/2023,Standard,515,19,1,70.93,10,Referral,No,9733.5
10248,50,Female,Mumbai,1/13/2021,1/18/2022,Basic,1065,12,2,116.26,10,Referral,Yes,12673.5
10249,57,Male,Hyderabad,7/14/2022,9/15/2023,Basic,970,13,1,117.99,15,Organic,Yes,12464.5
10250,56,Male,Pune,4/5/2023,8/7/2021,Premium,810,25,1,56.73,10,Organic,Yes,20169
10251,35,Male,Hyderabad,1/6/2022,10/19/2022,Basic,1214,25,3,102.45,10,Referral,No,30228.6
10252,57,Female,Hyderabad,10/18/2021,6/28/2021,Basic,394,28,6,39.73,15,Referral,No,10972.9
10253,18,Female,Mumbai,11/28/2021,2/18/2023,Basic,792,30,1,47.76,5,Organic,No,23720.4
10254,28,Female,Hyderabad,8/29/2022,7/21/2021,Standard,1064,5,2,23.95,15,Email,No,5160.4
10255,45,Male,Delhi,9/18/2021,4/24/2023,Standard,1321,17,5,29.06,0,Ads,No,22457
